attempts,time_played,booster_used,level_completion_time,specific_action_usage,lives_from_ads,purchase_amount,purchase_date,device_type,os_version,friend_invites_sent,friend_invites_received,guild_chat_messages,facebook_connect_status,social_engagement_through_facebook,churn,hard_level,purchase_month,ps
98,7619,4,50,color bomb usage,10,4.17,2023-09-24,iphone,12.1,17,14,38,1,low,1,0,9.0,0.21369828590702916
377,3668,77,224,extra moves,6,18.34,2023-09-24,iphone,16.7,4,112,60,1,low,0,0,9.0,0.3538100504779258
32,20482,12,476,color bomb usage,0,6.66,2023-09-24,ipad,13.0,2,0,0,0,low,0,1,9.0,0.16333156168508922
54,800,16,541,fish usage,0,27.05,2023-09-23,iphone,19.3,0,0,0,0,low,0,0,9.0,0.3427591820189567
21,11857,80,1327,striped candy swipe,41,68.58,2023-09-23,iphone,11.3,16,18,15,0,low,0,0,9.0,0.17853991699795407
29,79391,8,893,extra time boost,0,62.07,2023-09-23,ipad,11.2,6,13,8,1,low,0,0,9.0,0.19066753951914073
313,800,15,274,extra time boost,9,26.96,2023-09-23,ipad,15.3,6,22,6,0,low,1,1,9.0,0.2577693998322401
33,1682,8,162,special candy swap,25,63.27,2023-09-23,ipad,16.2,19,19,0,1,low,1,0,9.0,0.2241027651962516
78,800,0,728,extra time boost,9,4.9,2023-09-23,android,12.3,4,0,162,1,low,0,1,9.0,0.2177264129278126
244,2180,0,50,striped candy swipe,9,9.97,2023-09-23,iphone,18.4,6,19,30,1,low,0,0,9.0,0.2774250631961599
89,800,54,50,special candy swap,0,18.28,2023-09-23,ipad,13.1,0,22,12,0,low,1,1,9.0,0.24627978057433725
400,10535,44,104,extra time boost,9,26.13,2023-09-23,iphone,12.6,0,21,0,0,low,1,0,9.0,0.13755826906874916
217,800,95,710,striped candy blast,12,9.92,2023-09-23,iphone,16.7,18,112,112,1,low,0,0,9.0,0.3561213302123753
4,800,0,50,fish usage,0,22.79,2023-09-21,iphone,11.5,15,20,0,1,low,1,0,9.0,0.22853897891743916
19,800,46,50,fish usage,22,7.38,2023-09-21,ipad,13.1,0,5,7,0,low,1,1,9.0,0.24871351908531014
4,5598,0,212,fish usage,0,8.74,2023-09-21,android,18.4,27,7,23,0,low,1,1,9.0,0.3216248208709193
74,4373,0,327,wrapped candy blast,0,15.97,2023-09-21,iphone,13.2,0,52,5,0,low,0,1,9.0,0.21606629759120666
38,800,0,403,striped candy swipe,8,0.44,2023-09-21,ipad,14.0,16,34,16,0,low,1,0,9.0,0.27509830174664823
4,800,29,479,wrapped candy swap,0,3.4,2023-09-21,android,11.8,2,8,5,1,low,0,0,9.0,0.3579108609691981
9,8503,15,186,extra moves,5,17.65,2023-09-20,ipad,12.0,13,3,10,0,low,0,0,9.0,0.18799421921393927
198,4052,16,992,extra moves,3,17.8,2023-09-20,ipad,13.2,7,22,0,0,low,0,0,9.0,0.20536167858227902
76,800,2,59,fish usage,8,33.64,2023-09-20,ipad,12.5,0,0,31,0,low,1,0,9.0,0.1756181667494793
400,61114,27,107,extra time boost,2,6.72,2023-09-20,ipad,19.3,1,3,8,1,low,0,0,9.0,0.3342932606847726
110,800,15,286,special candy swap,35,21.95,2023-09-20,ipad,14.4,28,65,35,0,moderate,1,1,9.0,0.24941400343180384
112,11616,0,50,striped candy blast,24,16.75,2023-09-20,android,19.3,31,0,7,0,low,0,0,9.0,0.39548274412940054
82,800,0,50,fish usage,14,1.79,2023-09-20,iphone,18.5,54,1,24,1,low,0,0,9.0,0.2288611315618716
4,800,10,394,extra moves,7,24.8,2023-09-20,iphone,14.9,7,8,4,1,low,0,0,9.0,0.254545217956941
4,5408,95,50,wrapped candy blast,4,16.28,2023-09-19,android,15.4,7,0,40,0,low,0,1,9.0,0.3827982667212101
4,75895,8,120,fish usage,9,2.58,2023-09-19,ipad,15.2,1,0,112,0,high,0,0,9.0,0.2433802588665651
52,800,0,50,wrapped candy blast,8,23.73,2023-09-19,iphone,18.2,0,0,1,0,low,1,1,9.0,0.21790203787195828
71,800,0,466,extra moves,4,8.46,2023-09-19,iphone,14.0,0,15,0,0,low,0,1,9.0,0.28570397800526093
4,5899,12,95,striped candy swipe,0,17.43,2023-09-19,iphone,16.6,0,22,26,0,low,0,1,9.0,0.29562636776091217
260,13445,25,323,wrapped candy blast,7,18.9,2023-09-18,ipad,14.6,54,8,89,1,low,0,0,9.0,0.2315974030632852
92,800,14,50,extra time boost,31,12.11,2023-09-18,ipad,12.3,2,32,13,0,low,0,1,9.0,0.1730531962935479
63,800,3,871,striped candy swipe,0,23.55,2023-09-18,android,15.4,37,8,0,1,low,0,0,9.0,0.3807411556696434
110,800,15,1510,extra time boost,11,36.48,2023-09-18,android,11.9,24,0,0,1,low,1,0,9.0,0.35497589329107987
282,800,31,893,extra time boost,2,26.83,2023-09-18,android,14.4,11,9,9,0,low,0,0,9.0,0.3034213412112098
230,95000,76,1833,special candy swap,7,7.88,2023-09-17,iphone,11.2,8,30,11,0,low,0,0,9.0,0.21106289552945776
5,800,12,505,extra moves,14,6.47,2023-09-17,ipad,11.2,5,12,34,0,low,1,1,9.0,0.20116623115851207
61,13475,11,937,extra moves,2,40.7,2023-09-17,iphone,14.9,0,1,4,0,low,1,1,9.0,0.2509451110665263
396,4727,8,50,special candy swap,0,0.7,2023-09-17,android,15.0,25,20,0,0,low,0,0,9.0,0.22767140896655855
311,800,35,303,striped candy swipe,3,2.47,2023-09-17,iphone,13.0,0,5,7,0,low,0,0,9.0,0.17272433723683142
31,18783,0,433,fish blast,0,1.09,2023-09-17,android,12.9,0,0,75,1,low,0,0,9.0,0.2865393220207307
400,11841,0,50,extra time boost,1,2.1,2023-09-17,android,19.3,25,20,76,1,low,0,0,9.0,0.3996893616162121
77,57290,52,50,fish usage,0,18.41,2023-09-17,ipad,14.1,0,0,1,1,low,0,0,9.0,0.1935087878901622
99,800,65,768,color bomb creation,12,25.21,2023-09-16,ipad,11.6,10,8,9,1,low,1,0,9.0,0.23506982831752002
84,800,9,217,special candy swap,13,10.09,2023-09-16,iphone,11.2,19,15,36,1,low,1,1,9.0,0.21062205011067614
255,800,32,425,extra time boost,0,19.12,2023-09-16,ipad,11.2,4,26,8,0,low,1,0,9.0,0.19874016674655284
85,800,79,50,fish usage,13,4.85,2023-09-15,android,11.2,44,7,38,0,low,0,0,9.0,0.24963743687089704
4,800,7,50,extra time boost,0,23.01,2023-09-15,iphone,12.9,5,9,34,1,low,0,0,9.0,0.23996311290895567
180,33536,57,186,striped candy swipe,11,25.9,2023-09-15,ipad,16.5,18,8,43,0,low,0,0,9.0,0.15447021918684303
298,800,61,50,wrapped candy blast,29,2.72,2023-09-15,iphone,11.2,0,59,4,1,low,0,0,9.0,0.21209482954445502
161,800,11,2280,wrapped candy blast,49,2.24,2023-09-15,ipad,11.5,53,112,32,0,low,0,0,9.0,0.2219870994365248
45,800,95,558,striped candy swipe,46,8.02,2023-09-14,ipad,11.2,0,1,111,0,low,0,0,9.0,0.20086777925773402
321,800,95,1616,wrapped candy blast,48,21.4,2023-09-14,iphone,19.3,17,0,2,1,high,1,1,9.0,0.3442867326043027
31,800,36,827,wrapped candy blast,5,5.4,2023-09-14,android,13.1,8,9,11,0,low,0,0,9.0,0.3043688341582488
109,35917,10,222,wrapped candy blast,0,20.42,2023-09-14,ipad,19.3,6,3,9,0,low,1,1,9.0,0.3306481275718622
126,9658,26,50,extra moves,0,27.17,2023-09-14,iphone,13.9,0,12,0,1,low,1,0,9.0,0.15392209733213566
220,800,45,976,color bomb usage,1,3.54,2023-09-14,ipad,12.5,0,34,0,1,low,1,0,9.0,0.18090386944745204
4,800,14,1040,wrapped candy swap,4,23.63,2023-09-12,ipad,12.8,0,0,0,0,low,0,0,9.0,0.22893669051811344
400,7835,33,488,extra time boost,49,14.59,2023-09-12,android,12.5,22,37,37,0,low,0,0,9.0,0.22238506703756453
41,4197,14,342,extra time boost,13,0.63,2023-09-12,ipad,19.2,25,17,14,0,low,0,0,9.0,0.14096781288370336
400,800,5,90,striped candy swipe,13,99.99,2023-09-12,android,14.3,18,37,1,0,low,0,0,9.0,0.4126618110253452
234,10133,95,412,extra moves,5,18.6,2023-09-12,iphone,16.3,2,0,102,0,low,0,1,9.0,0.19175458638698542
4,800,19,325,color bomb creation,0,1.11,2023-09-12,iphone,15.3,2,14,0,1,low,0,0,9.0,0.2759936080881017
44,800,13,300,wrapped candy blast,11,99.99,2023-09-12,iphone,11.3,1,20,19,1,low,1,0,9.0,0.1730837731970129
4,800,3,373,fish usage,0,9.45,2023-09-12,iphone,14.9,6,9,9,0,low,0,0,9.0,0.2580529051627629
4,12472,95,590,special candy swap,2,14.61,2023-09-12,iphone,14.5,6,0,0,0,low,1,0,9.0,0.21442740855005116
227,800,73,50,fish usage,22,5.85,2023-09-12,android,11.4,11,9,4,1,low,1,0,9.0,0.1750086117392982
4,28572,4,50,special candy swap,0,13.87,2023-09-12,android,14.4,50,0,11,1,low,0,0,9.0,0.306715263958862
4,800,9,280,extra time boost,0,99.99,2023-09-12,android,19.3,6,9,37,0,low,0,1,9.0,0.37075315335960074
336,10391,12,50,fish usage,9,99.99,2023-09-11,android,12.7,0,15,39,0,low,1,0,9.0,0.223930618402621
101,11974,13,210,rewarded_boosters,0,3.55,2023-09-11,iphone,13.1,0,0,0,1,low,0,0,9.0,0.2613985144656388
4,54117,95,255,color bomb usage,17,7.8,2023-09-11,ipad,18.0,76,6,36,1,low,1,0,9.0,0.1988715921145318
9,6898,95,50,fish usage,0,99.99,2023-09-11,iphone,18.2,2,112,96,1,low,0,1,9.0,0.20272321979254185
4,800,24,303,extra moves,4,35.84,2023-09-11,ipad,15.4,29,20,37,0,low,0,0,9.0,0.3148222860184539
85,15599,52,50,color bomb usage,20,23.79,2023-09-11,ipad,13.3,8,6,20,1,low,1,0,9.0,0.15498043789329977
4,4661,95,120,extra time boost,6,3.79,2023-09-11,android,13.4,7,6,42,1,high,1,1,9.0,0.25379406526024734
15,95000,0,50,wrapped candy blast,0,26.59,2023-09-11,ipad,15.3,17,31,36,0,low,1,0,9.0,0.25785427701983077
4,800,16,1026,color bomb usage,13,22.53,2023-09-09,iphone,14.4,7,0,4,0,low,0,0,9.0,0.26110096249716624
4,800,11,397,extra time boost,10,5.31,2023-09-08,android,11.3,3,19,36,0,low,0,1,9.0,0.22427280687419807
4,57353,9,50,extra moves,19,11.02,2023-09-08,ipad,15.0,29,21,12,0,low,0,0,9.0,0.18087785178914273
345,15171,95,143,striped candy swap,22,4.79,2023-09-08,ipad,13.1,15,6,24,1,low,0,0,9.0,0.24929417086147945
75,78656,25,83,wrapped candy blast,6,26.49,2023-09-08,ipad,16.6,14,8,16,0,low,1,0,9.0,0.28064678854874137
32,21036,36,510,extra moves,0,16.88,2023-09-08,ipad,12.3,21,24,11,0,moderate,1,1,9.0,0.17223635902896994
4,800,15,50,fish usage,0,8.69,2023-09-08,ipad,11.2,76,7,2,1,low,0,0,9.0,0.20073887367030468
37,800,8,1344,extra moves,11,46.68,2023-09-08,ipad,11.2,10,0,0,1,low,0,0,9.0,0.1935309796947468
4,800,82,185,special candy swap,0,25.63,2023-09-08,android,11.3,4,9,56,0,low,0,0,9.0,0.22090010490660178
59,1703,8,537,striped candy swipe,13,2.04,2023-09-08,ipad,19.3,19,3,20,1,low,0,0,9.0,0.3355430351142334
46,15564,16,1752,special candy swap,8,5.62,2023-09-08,ipad,11.3,7,7,11,1,low,0,0,9.0,0.18049883361700353
4,26102,32,207,fish usage,25,3.75,2023-09-08,android,11.2,17,21,13,0,low,0,0,9.0,0.24988454628449064
4,800,9,447,wrapped candy swap,4,20.02,2023-09-08,ipad,14.1,7,112,27,1,low,1,0,9.0,0.1932077358262636
7,14106,19,61,wrapped candy swap,0,20.6,2023-09-08,ipad,16.7,0,12,0,1,low,0,1,9.0,0.33911870633735064
16,800,14,324,color bomb creation,22,8.8,2023-09-08,iphone,13.3,0,0,11,0,low,0,0,9.0,0.1657699062066107
24,800,53,369,fish usage,5,11.84,2023-09-08,android,13.0,22,19,19,1,low,0,0,9.0,0.20370067199654482
400,3592,15,1570,extra moves,33,21.54,2023-09-08,android,16.2,18,5,0,0,low,1,0,9.0,0.28590544058319795
4,5902,14,154,striped candy swipe,0,11.18,2023-09-08,ipad,13.1,15,7,12,0,low,0,1,9.0,0.2478632364631988
109,800,12,1824,extra time boost,12,24.05,2023-09-08,iphone,17.0,0,6,0,0,low,0,0,9.0,0.1757143495701985
238,58456,13,277,fish blast,8,17.03,2023-09-08,iphone,14.7,18,2,41,1,low,0,0,9.0,0.26849453596310946
179,800,95,259,fish usage,49,99.99,2023-09-08,ipad,11.4,0,15,33,0,moderate,1,0,9.0,0.126191393755733
4,7588,5,264,special candy swap,3,3.22,2023-09-08,ipad,11.6,7,13,0,1,low,1,0,9.0,0.23984330594070047
4,800,12,1698,special candy swap,13,21.3,2023-09-08,iphone,13.9,54,7,10,0,low,1,0,9.0,0.15484080854251192
4,1127,3,50,fish usage,0,13.52,2023-09-08,android,12.6,2,112,3,1,low,0,1,9.0,0.16710972639982682
4,17323,5,877,special candy swap,2,16.28,2023-09-08,android,11.2,7,7,33,0,low,0,0,9.0,0.2470794087760124
4,800,95,177,fish usage,0,1.18,2023-09-08,ipad,11.6,0,2,1,1,low,1,0,9.0,0.240289485296478
16,800,77,105,wrapped candy swap,3,22.88,2023-09-08,iphone,13.0,29,18,0,1,low,1,0,9.0,0.16925590148391592
108,14211,34,387,rewarded_boosters,0,18.13,2023-09-08,iphone,12.0,0,8,28,1,low,0,0,9.0,0.19757970797728314
350,800,18,749,special candy swap,1,10.05,2023-09-08,ipad,16.1,10,0,11,0,low,0,0,9.0,0.26138849125524644
103,38121,12,279,striped candy swipe,4,2.34,2023-09-08,iphone,11.2,0,10,42,0,low,0,0,9.0,0.21217097026256249
4,800,68,50,wrapped candy blast,35,19.48,2023-09-08,iphone,11.6,18,8,7,0,low,0,0,9.0,0.24771224317141724
236,8918,95,98,color bomb usage,5,99.99,2023-09-08,iphone,11.4,2,64,8,0,low,1,0,9.0,0.1332087940075862
90,8183,34,119,extra time boost,11,7.97,2023-09-08,iphone,16.6,19,50,79,0,low,1,0,9.0,0.2979934476419165
4,16927,29,50,extra moves,0,22.82,2023-09-08,iphone,15.5,0,19,6,0,low,1,0,9.0,0.21481670816201304
14,800,62,159,striped candy swipe,3,32.65,2023-09-08,iphone,15.5,0,0,1,0,low,0,0,9.0,0.21283562438275733
368,800,15,92,fish usage,15,11.37,2023-09-08,android,13.3,2,4,3,1,low,1,0,9.0,0.19708105505605286
50,800,95,1337,extra moves,5,16.28,2023-09-08,iphone,11.2,33,51,34,0,low,0,0,9.0,0.20939087952626959
49,800,95,2265,fish blast,31,16.28,2023-09-08,iphone,15.7,19,1,101,0,low,1,1,9.0,0.27893844004236645
23,800,3,687,striped candy swipe,24,11.64,2023-09-08,iphone,14.5,4,7,8,0,low,0,0,9.0,0.21502780320326834
41,1121,28,254,extra moves,0,35.39,2023-09-08,iphone,12.1,7,19,0,0,low,0,0,9.0,0.2074764825917502
15,800,11,1442,striped candy swap,26,32.03,2023-09-08,iphone,11.2,26,112,2,1,low,1,0,9.0,0.20628214899024128
90,7488,89,50,extra moves,11,7.22,2023-09-08,ipad,19.3,2,12,138,0,low,0,0,9.0,0.33415987481934323
4,49930,44,841,extra moves,0,1.72,2023-09-08,iphone,16.7,25,6,78,0,low,0,1,9.0,0.35837868317758476
257,800,0,50,special candy swap,49,25.91,2023-09-08,ipad,19.3,2,17,0,0,low,0,0,9.0,0.3291930709378888
90,800,22,96,fish usage,10,48.13,2023-09-08,ipad,11.5,0,26,21,0,low,1,1,9.0,0.21263078597126814
4,7791,0,2025,color bomb creation,16,14.04,2023-09-08,android,11.3,27,83,2,1,low,0,0,9.0,0.22330073567836314
400,5445,0,727,striped candy swipe,0,21.88,2023-09-08,iphone,19.3,9,6,0,1,low,0,0,9.0,0.3441568326641739
70,800,67,50,fish usage,10,5.46,2023-09-08,ipad,19.3,12,0,0,1,low,0,0,9.0,0.33462951056763046
4,800,3,50,striped candy swipe,12,14.46,2023-09-08,ipad,15.2,21,5,12,0,low,1,0,9.0,0.24076713436093033
28,800,54,163,special candy swap,5,16.65,2023-09-08,iphone,19.1,5,6,35,0,low,0,0,9.0,0.30554788280469664
4,23119,11,86,fish usage,0,4.68,2023-09-08,iphone,18.5,0,22,4,0,low,0,0,9.0,0.22825023647947204
189,8556,62,217,special candy swap,22,17.59,2023-09-08,android,11.2,1,3,33,0,moderate,0,0,9.0,0.2467873590247079
12,800,26,187,extra moves,12,7.94,2023-09-08,android,17.5,10,9,7,0,low,0,0,9.0,0.19003993211023584
314,12713,1,658,fish usage,0,7.94,2023-09-08,iphone,19.0,0,2,56,0,low,0,0,9.0,0.1200118212038337
108,11482,6,156,extra time boost,1,99.99,2023-09-08,ipad,11.2,22,10,37,1,low,1,1,9.0,0.183750728554058
84,52155,62,77,special candy swap,11,63.9,2023-09-08,android,12.3,11,5,11,1,low,0,0,9.0,0.20512444964997084
4,800,27,50,extra time boost,15,40.28,2023-09-08,android,12.8,9,14,0,1,low,0,1,9.0,0.2773281158386054
35,800,95,467,extra moves,0,6.83,2023-09-08,iphone,11.6,2,14,11,0,low,1,1,9.0,0.25054918786069325
400,800,12,394,fish usage,0,4.7,2023-09-08,android,11.2,6,52,0,1,low,0,0,9.0,0.21872393624776038
4,9877,5,50,wrapped candy blast,5,18.35,2023-09-08,android,11.2,28,22,128,0,low,0,0,9.0,0.24661803200353652
128,10269,31,88,special candy swap,14,88.01,2023-09-08,ipad,12.5,19,32,40,0,low,0,0,9.0,0.16637986791598297
97,800,31,749,wrapped candy blast,12,14.49,2023-09-08,iphone,12.0,10,25,35,0,low,0,0,9.0,0.19827248080656631
4,3601,11,218,wrapped candy blast,30,25.51,2023-09-08,iphone,14.6,15,7,12,1,low,1,0,9.0,0.24139318276462032
58,95000,0,66,extra moves,20,19.4,2023-09-08,iphone,12.8,76,21,35,1,low,1,0,9.0,0.241024210959807
96,6467,0,407,extra time boost,0,1.72,2023-09-08,android,14.6,27,25,2,1,low,0,0,9.0,0.288601798203015
4,800,13,352,striped candy swap,2,99.99,2023-09-08,ipad,12.6,14,5,40,0,moderate,0,0,9.0,0.12063295787503202
4,800,14,1476,striped candy swipe,49,6.98,2023-09-08,android,12.5,17,66,38,0,low,0,1,9.0,0.19614279755897746
257,800,0,424,wrapped candy blast,0,73.8,2023-09-08,iphone,13.5,6,11,0,0,low,0,0,9.0,0.23080289365086756
341,1960,14,50,striped candy swipe,6,6.31,2023-09-08,ipad,13.2,25,22,3,0,low,1,0,9.0,0.2076187258867822
8,13196,0,451,extra moves,0,69.67,2023-09-08,ipad,14.2,25,22,0,1,low,0,1,9.0,0.25699019224198816
4,800,12,459,extra time boost,0,17.28,2023-09-08,android,16.1,6,0,0,0,low,0,0,9.0,0.3152322640524388
93,800,0,50,special candy swap,3,23.88,2023-09-08,iphone,14.7,4,7,10,0,low,0,0,9.0,0.26688467394888277
50,800,48,1303,striped candy swipe,19,25.75,2023-09-08,iphone,16.6,4,66,28,0,low,1,0,9.0,0.29355358425875394
40,800,0,165,fish usage,0,13.29,2023-09-08,android,11.3,0,15,2,1,low,0,1,9.0,0.22261278620625866
91,800,78,1020,striped candy swipe,3,25.41,2023-09-08,ipad,12.6,76,0,0,1,high,0,0,9.0,0.13044407438498792
366,800,15,1571,striped candy swipe,0,23.24,2023-09-08,ipad,16.3,11,54,0,0,low,0,0,9.0,0.18147390477748293
4,800,57,92,color bomb usage,0,24.73,2023-09-08,android,11.2,17,8,0,1,low,0,0,9.0,0.24429944174144858
115,95000,95,497,fish usage,11,21.39,2023-09-08,iphone,12.4,9,31,11,0,low,0,0,9.0,0.2919930250238165
64,800,26,50,striped candy swipe,0,4.96,2023-09-08,ipad,14.3,3,13,92,0,low,0,0,9.0,0.37502807320578585
4,800,14,151,fish usage,23,9.4,2023-09-08,iphone,16.4,0,13,0,1,low,1,1,9.0,0.38777975991507346
380,800,8,50,striped candy swipe,3,9.6,2023-09-08,iphone,18.1,9,7,0,0,low,0,0,9.0,0.2107555527389082
400,5585,0,50,extra time boost,0,12.3,2023-09-08,iphone,12.4,6,17,0,0,low,1,0,9.0,0.2942510437980256
194,1249,47,148,fish usage,0,9.4,2023-09-08,ipad,11.2,2,37,16,1,low,1,0,9.0,0.20060233984333695
307,28642,21,872,color bomb creation,0,14.2,2023-09-08,android,12.7,0,26,0,1,low,0,0,9.0,0.2432055960295034
85,65681,0,50,special candy swap,6,20.98,2023-09-08,iphone,12.6,57,60,0,1,low,0,0,9.0,0.13829239005241512
220,800,0,242,wrapped candy blast,0,25.22,2023-09-08,iphone,17.5,0,9,0,1,low,0,0,9.0,0.15645851697366198
4,5344,0,50,extra time boost,2,25.78,2023-09-08,ipad,13.7,7,8,71,0,low,0,0,9.0,0.17017831215601403
4,3756,5,504,fish usage,0,89.9,2023-09-08,iphone,15.4,47,55,111,0,low,0,1,9.0,0.31425531422536096
27,4303,0,56,extra moves,13,19.16,2023-09-08,ipad,14.1,17,8,32,0,low,0,0,9.0,0.19336850190707794
187,36887,36,191,color bomb creation,46,26.3,2023-09-08,ipad,15.6,42,112,120,0,low,0,0,9.0,0.16662576248184563
4,8303,95,292,special candy swap,8,15.19,2023-09-07,ipad,19.3,7,0,13,0,low,0,0,9.0,0.33203729501834744
220,95000,32,472,fish usage,40,9.6,2023-09-07,android,13.1,39,2,162,0,moderate,0,1,9.0,0.30330377832773403
356,800,82,187,color bomb creation,49,99.99,2023-09-07,ipad,18.7,34,0,27,0,low,1,0,9.0,0.1965030994146125
41,46284,11,61,fish usage,4,31.17,2023-09-07,ipad,11.8,51,7,1,1,low,1,0,9.0,0.29022983945400077
287,24382,15,1043,striped candy swipe,0,1.97,2023-09-07,iphone,11.2,19,0,0,1,low,0,0,9.0,0.21224512646691293
400,800,4,795,extra time boost,17,12.74,2023-09-07,ipad,12.2,18,33,52,1,low,0,0,9.0,0.3190999845538212
4,800,4,546,fish usage,49,7.17,2023-09-07,ipad,19.2,14,0,0,1,low,0,0,9.0,0.14002101675494763
4,800,32,646,fish usage,1,20.68,2023-09-07,iphone,12.5,3,12,2,1,low,0,0,9.0,0.18715503637361472
369,800,21,55,extra time boost,4,7.11,2023-09-07,ipad,11.2,28,22,18,0,low,0,0,9.0,0.20104295920979384
325,26195,59,268,striped candy swipe,3,13.87,2023-09-07,ipad,12.3,29,15,0,1,low,1,0,9.0,0.1727514495540139
11,800,11,389,extra time boost,11,29.86,2023-09-07,android,12.8,5,0,17,1,low,1,1,9.0,0.27983872577453606
4,800,38,99,rewarded_boosters,0,22.41,2023-09-07,ipad,12.0,0,13,19,0,low,0,1,9.0,0.18712463990044145
4,800,7,300,fish blast,1,90.46,2023-09-07,ipad,11.7,53,112,6,0,low,0,0,9.0,0.18189445129736265
400,800,3,154,extra time boost,8,22.6,2023-09-07,iphone,14.2,29,11,0,0,low,0,0,9.0,0.28028281105057745
4,800,10,1562,fish blast,5,8.81,2023-09-07,ipad,14.2,8,12,0,1,low,0,0,9.0,0.27116733817174166
4,800,4,50,rewarded_boosters,0,99.99,2023-09-07,android,19.3,0,3,162,1,low,0,1,9.0,0.3718900313149816
129,13257,29,244,special candy swap,0,10.1,2023-09-07,iphone,13.3,0,9,10,1,low,0,0,9.0,0.16555448868694234
400,21425,95,2280,fish blast,3,8.67,2023-09-07,ipad,11.2,15,7,12,1,low,0,0,9.0,0.20074272070113564
4,85061,0,50,striped candy swipe,0,96.81,2023-09-07,ipad,17.2,76,8,37,1,low,0,0,9.0,0.2572097328284094
34,800,0,171,striped candy swipe,0,13.7,2023-09-07,android,16.4,0,75,104,1,low,0,1,9.0,0.43844909195839044
37,800,37,464,color bomb usage,1,8.66,2023-09-07,iphone,19.3,26,22,29,1,low,1,0,9.0,0.347742955311739
67,800,15,875,color bomb usage,0,18.13,2023-09-07,ipad,12.3,25,3,37,0,low,1,0,9.0,0.17202280870732597
156,800,81,65,wrapped candy blast,45,46.49,2023-09-07,iphone,11.5,16,23,10,0,moderate,0,0,9.0,0.2235681466768086
80,19412,25,247,rewarded_boosters,49,8.15,2023-09-07,ipad,12.9,56,64,9,0,low,1,0,9.0,0.23196517966501876
279,4041,82,128,fish usage,17,4.82,2023-09-07,iphone,13.4,0,6,9,0,low,0,0,9.0,0.21516569109151848
96,66497,37,50,wrapped candy blast,11,92.11,2023-09-07,iphone,13.2,6,29,0,1,low,0,0,9.0,0.20100559783956765
400,2527,95,287,fish usage,49,6.63,2023-09-07,iphone,13.2,0,18,18,0,low,1,1,9.0,0.21796897007763613
400,800,38,407,extra moves,2,22.99,2023-09-07,iphone,11.5,0,87,8,0,low,0,1,9.0,0.22849670734743943
101,23788,15,502,fish usage,0,78.98,2023-09-07,android,11.7,2,7,2,1,low,0,1,9.0,0.22912305832031518
311,800,95,50,wrapped candy swap,0,8.43,2023-09-07,android,12.8,0,30,9,0,low,1,0,9.0,0.2840540798447485
97,800,14,618,extra moves,9,10.12,2023-09-06,iphone,11.2,0,20,8,0,low,1,0,9.0,0.21061607043069192
4,15867,8,1028,fish usage,0,38.22,2023-09-06,ipad,18.6,0,0,0,0,low,0,1,9.0,0.39970742796855624
300,800,1,50,wrapped candy blast,12,5.99,2023-09-06,ipad,13.7,54,3,80,0,low,1,1,9.0,0.17355505866268972
4,800,93,50,fish usage,4,17.65,2023-09-06,iphone,16.7,41,12,0,1,low,1,0,9.0,0.3539991996020649
11,29913,0,50,extra time boost,7,26.17,2023-09-06,ipad,16.9,5,46,108,1,low,1,1,9.0,0.29238899922071654
4,800,7,339,fish blast,0,16.53,2023-09-06,iphone,13.2,7,9,5,0,low,0,1,9.0,0.21595260190720214
245,2643,87,386,wrapped candy blast,40,25.62,2023-09-06,iphone,19.3,9,1,27,0,low,0,0,9.0,0.3431454947552668
17,4985,2,213,wrapped candy swap,0,0.71,2023-09-06,iphone,12.4,4,11,1,0,low,1,0,9.0,0.2971447899663894
4,12150,0,247,color bomb usage,0,17.38,2023-09-06,android,19.2,7,6,162,1,low,0,1,9.0,0.17426543604294686
186,800,45,50,special candy swap,26,13.46,2023-09-06,android,15.4,8,2,84,1,low,0,1,9.0,0.3835973467805568
86,7249,32,306,color bomb usage,0,3.26,2023-09-06,iphone,11.2,0,8,20,1,low,0,0,9.0,0.21198666393082768
4,800,6,50,striped candy swap,2,6.66,2023-09-06,iphone,14.8,9,0,10,1,low,0,0,9.0,0.2592244320457693
100,95000,10,50,special candy swap,0,4.86,2023-09-06,iphone,14.1,8,11,11,0,low,1,0,9.0,0.20604305066204948
60,800,9,748,extra moves,5,4.85,2023-09-06,iphone,12.6,0,24,1,0,low,0,0,9.0,0.1406129870767758
45,83890,7,741,extra time boost,0,99.99,2023-09-06,android,11.2,8,6,39,0,low,0,0,9.0,0.22888682909229974
68,29237,12,367,color bomb creation,18,34.33,2023-09-05,iphone,11.5,3,13,9,1,high,0,0,9.0,0.22610891579825362
4,4326,13,998,extra time boost,0,0.65,2023-09-05,iphone,14.9,16,6,43,0,low,0,0,9.0,0.2600779874960384
4,994,82,665,special candy swap,25,1.14,2023-09-05,iphone,14.9,46,10,36,0,low,0,1,9.0,0.25996495669991326
171,800,70,757,special candy swap,11,8.19,2023-09-05,ipad,19.3,14,0,0,0,low,0,0,9.0,0.33390118187666645
77,5735,1,162,striped candy swipe,29,47.16,2023-09-05,ipad,15.0,6,26,1,0,low,0,0,9.0,0.1745469748192121
23,15309,17,324,fish usage,0,1.64,2023-09-05,ipad,11.2,3,6,79,0,low,1,1,9.0,0.20209837288663152
76,28791,29,123,extra time boost,18,13.51,2023-09-05,ipad,13.6,1,5,9,0,low,0,0,9.0,0.28688465781683975
